C,alpha/C,digit/C,whitespace/C,spe_ch/C,W,short_words/W,avg_W_len,unique_W/W,spam_W_match,class
72,0.736111111,0,0.194444444,0.069444444,15,0.333333333,3.866666667,1,0,0
46,0.695652174,0,0.152173913,0.173913043,8,0.125,5,0.75,0,0
28,0.75,0,0.25,0,8,0.5,2.625,1,0,0
65,0.723076923,0,0.2,0.092307692,14,0.285714286,3.785714286,0.928571429,0,0
127,0.755905512,0.007874016,0.220472441,0.015748031,29,0.275862069,3.413793103,0.896551724,0,0
62,0.790322581,0,0.193548387,0.016129032,13,0.230769231,3.846153846,0.923076923,0,0
25,0.84,0,0.12,0.04,4,0,5.5,1,0,0
153,0.673202614,0.124183007,0.163398693,0.039215686,26,0.307692308,4.923076923,0.923076923,0,1
168,0.666666667,0.136904762,0.172619048,0.023809524,30,0.2,4.633333333,1,0,1
76,0.776315789,0.026315789,0.184210526,0.026315789,15,0.266666667,4.2,0.866666667,0,0
150,0.666666667,0.106666667,0.18,0.046666667,28,0.142857143,4.392857143,0.857142857,1,1
159,0.685534591,0.113207547,0.157232704,0.044025157,26,0.192307692,5.153846154,1,1,1
113,0.796460177,0.008849558,0.123893805,0.07079646,15,0.133333333,6.6,0.933333333,1,1
23,0.739130435,0,0.217391304,0.043478261,6,0.333333333,3,1,0,0
85,0.8,0,0.188235294,0.011764706,17,0.117647059,4.058823529,1,0,0
34,0.823529412,0,0.117647059,0.058823529,5,0,6,1,0,0
41,0.731707317,0,0.195121951,0.073170732,9,0.333333333,3.666666667,1,0,0
133,0.736842105,0,0.187969925,0.07518797,26,0.346153846,4.153846154,0.807692308,0,0
25,0.72,0,0.2,0.08,6,0.333333333,3.333333333,1,0,0
30,0.766666667,0,0.2,0.033333333,7,0.285714286,3.428571429,1,0,0
45,0.777777778,0,0.177777778,0.044444444,9,0.222222222,4.111111111,1,0,0
5,0.4,0,0,0.6,1,0,5,1,0,0
23,0.782608696,0,0.173913043,0.043478261,5,0.6,3.8,1,0,0
93,0.76344086,0,0.182795699,0.053763441,18,0.055555556,4.222222222,1,0,0
7,0.714285714,0,0.142857143,0.142857143,2,0.5,3,1,0,0
24,0.833333333,0,0.125,0.041666667,4,0,5.25,1,0,0
129,0.728682171,0,0.186046512,0.085271318,25,0.2,4.2,0.76,0,0
169,0.556213018,0.165680473,0.153846154,0.124260355,27,0.148148148,5.296296296,1,1,1
52,0.769230769,0,0.173076923,0.076923077,10,0.1,4.4,0.9,0,0
65,0.784615385,0,0.184615385,0.030769231,13,0.230769231,4.076923077,1,0,0
48,0.75,0,0.145833333,0.104166667,8,0.125,5.125,1,0,0
18,0.777777778,0,0.222222222,0,5,0.4,2.8,1,0,0
24,0.791666667,0,0.166666667,0.041666667,5,0.2,4,1,0,0
33,0.818181818,0,0.181818182,0,7,0.142857143,3.857142857,1,0,0
25,0.8,0,0.16,0.04,5,0.2,4.2,1,0,0
51,0.784313725,0,0.215686275,0,12,0.416666667,3.333333333,0.916666667,0,0
96,0.791666667,0,0.145833333,0.0625,15,0.066666667,5.466666667,1,0,0
69,0.753623188,0,0.173913043,0.072463768,13,0.307692308,4.384615385,1,0,0
24,0.791666667,0,0.208333333,0,6,0.333333333,3.166666667,1,0,0
108,0.787037037,0,0.175925926,0.037037037,20,0.25,4.45,0.95,0,0
58,0.793103448,0,0.172413793,0.051724138,11,0.272727273,4.454545455,0.818181818,0,0
65,0.784615385,0,0.2,0.015384615,14,0.285714286,3.714285714,0.928571429,0,0
160,0.71875,0.1,0.14375,0.0375,24,0.208333333,5.708333333,0.958333333,1,1
146,0.684931507,0.034246575,0.178082192,0.116438356,27,0.333333333,4.518518519,0.925925926,0,0
7,0.571428571,0,0,0.428571429,1,0,7,1,0,0
40,0.675,0.05,0.25,0.025,11,0.545454545,2.727272727,1,0,0
66,0.757575758,0,0.181818182,0.075757576,13,0.307692308,4.230769231,0.923076923,0,0
30,0.8,0,0.166666667,0.033333333,6,0.333333333,4.166666667,1,0,0
37,0.918918919,0,0.081081081,0,4,0,8.5,1,0,0
47,0.765957447,0,0.191489362,0.042553191,10,0.2,3.8,0.9,0,0
36,0.777777778,0,0.222222222,0,9,0.333333333,3.111111111,1,0,0
121,0.694214876,0.099173554,0.190082645,0.016528926,24,0.375,4.083333333,0.875,1,1
29,0.75862069,0,0.172413793,0.068965517,6,0,4,1,0,0
82,0.707317073,0.134146341,0.146341463,0.012195122,13,0.230769231,5.384615385,1,1,1
34,0.647058824,0,0.235294118,0.176470588,9,0.444444444,3.111111111,0.777777778,0,0
279,0.734767025,0,0.218637993,0.046594982,62,0.322580645,3.516129032,0.725806452,0,0
27,0.777777778,0,0.111111111,0.111111111,4,0,6,1,0,0
52,0.826923077,0,0.153846154,0.019230769,9,0,4.888888889,1,0,0
66,0.818181818,0,0.166666667,0.015151515,12,0.083333333,4.583333333,1,0,0
148,0.682432432,0.121621622,0.182432432,0.013513514,28,0.25,4.321428571,0.892857143,1,1
120,0.775,0,0.191666667,0.033333333,24,0.125,4.041666667,0.958333333,0,0
56,0.732142857,0,0.196428571,0.071428571,12,0.083333333,3.75,1,0,0
92,0.760869565,0.010869565,0.195652174,0.032608696,19,0.105263158,3.894736842,0.947368421,0,0
164,0.756097561,0.048780488,0.176829268,0.018292683,30,0.266666667,4.5,0.866666667,0,1
66,0.787878788,0,0.212121212,0,15,0.466666667,3.466666667,0.933333333,0,0
43,0.790697674,0,0.186046512,0.023255814,9,0.444444444,3.888888889,1,0,0
158,0.651898734,0.132911392,0.196202532,0.018987342,32,0.21875,3.96875,0.90625,1,1
134,0.746268657,0.029850746,0.186567164,0.044776119,26,0.384615385,4.230769231,0.846153846,0,0
43,0.720930233,0.023255814,0.23255814,0.023255814,11,0.363636364,3,1,0,0
454,0.731277533,0.008810573,0.213656388,0.04845815,98,0.357142857,3.653061224,0.765306122,1,0
100,0.69,0,0.23,0.08,24,0.416666667,3.208333333,0.791666667,0,0
87,0.793103448,0,0.16091954,0.045977011,15,0.066666667,4.866666667,1,0,0
103,0.747572816,0.009708738,0.184466019,0.058252427,20,0.25,4.2,0.95,0,0
161,0.701863354,0.105590062,0.167701863,0.02484472,28,0.142857143,4.785714286,0.964285714,0,1
24,0.708333333,0,0.166666667,0.125,5,0.2,4,1,0,0
95,0.726315789,0.031578947,0.2,0.042105263,20,0.45,3.8,0.9,0,0
74,0.716216216,0.013513514,0.22972973,0.040540541,18,0.388888889,3.166666667,0.944444444,0,0
109,0.688073394,0.073394495,0.19266055,0.04587156,22,0.227272727,4,0.863636364,0,1
155,0.767741935,0,0.187096774,0.058064516,30,0.333333333,4.266666667,0.9,1,0
480,0.76875,0,0.204166667,0.029166667,99,0.282828283,3.868686869,0.747474747,1,0
52,0.711538462,0.019230769,0.25,0.019230769,14,0.428571429,2.785714286,0.857142857,0,0
121,0.702479339,0,0.214876033,0.082644628,27,0.296296296,3.518518519,0.814814815,0,0
31,0.838709677,0,0.161290323,0,6,0.166666667,4.333333333,1,0,0
22,0.818181818,0,0.136363636,0.045454545,4,0.25,4.75,1,0,0
21,0.80952381,0,0.142857143,0.047619048,4,0,4.5,1,0,0
160,0.71875,0.10625,0.1625,0.0125,27,0.148148148,4.962962963,1,1,1
38,0.789473684,0,0.078947368,0.131578947,4,0.25,8.75,1,0,0
22,0.818181818,0,0.136363636,0.045454545,4,0,4.75,1,0,0
91,0.791208791,0,0.131868132,0.076923077,13,0.076923077,6.076923077,1,0,0
66,0.712121212,0,0.181818182,0.106060606,13,0.153846154,4.153846154,1,0,0
190,0.773684211,0,0.194736842,0.036842105,38,0.157894737,4.052631579,0.789473684,0,0
27,0.740740741,0,0.222222222,0.037037037,7,0.428571429,3,1,0,0
66,0.772727273,0,0.196969697,0.03030303,14,0.214285714,3.785714286,0.857142857,0,0
102,0.774509804,0,0.18627451,0.039215686,20,0.1,4.15,1,0,0
96,0.6875,0,0.208333333,0.104166667,21,0.285714286,3.619047619,0.904761905,0,0
37,0.594594595,0,0.216216216,0.189189189,9,0.222222222,3.222222222,0.777777778,0,0
40,0.75,0,0.15,0.1,7,0,4.857142857,1,0,0
25,0.72,0,0.16,0.12,5,0.6,4.2,1,0,0
24,0.791666667,0,0.166666667,0.041666667,5,0.6,4,0.6,0,0
26,0.576923077,0,0.153846154,0.269230769,5,0.2,4.4,1,0,0
39,0.717948718,0,0.205128205,0.076923077,9,0.111111111,3.444444444,1,0,0
152,0.730263158,0.013157895,0.210526316,0.046052632,33,0.333333333,3.636363636,0.909090909,0,1
54,0.648148148,0,0.185185185,0.166666667,11,0.272727273,4,1,0,0
73,0.821917808,0,0.164383562,0.01369863,13,0.076923077,4.692307692,1,0,0
79,0.734177215,0.025316456,0.240506329,0.012658228,20,0.55,3.05,0.9,0,0
21,0.714285714,0,0.095238095,0.19047619,3,0,6.333333333,1,0,0
148,0.709459459,0.013513514,0.189189189,0.087837838,29,0.24137931,4.137931034,0.931034483,0,0
436,0.731651376,0.025229358,0.165137615,0.082568807,73,0.287671233,5.01369863,0.794520548,0,0
41,0.804878049,0,0.195121951,0,9,0.222222222,3.666666667,1,0,0
106,0.745283019,0,0.216981132,0.047169811,24,0.375,3.5,0.833333333,0,0
34,0.470588235,0.029411765,0.176470588,0.323529412,7,0.428571429,4,1,0,0
26,0.807692308,0,0.192307692,0,6,0.333333333,3.5,1,0,0
158,0.64556962,0.101265823,0.170886076,0.082278481,28,0.214285714,4.678571429,0.857142857,0,1
116,0.775862069,0,0.189655172,0.034482759,23,0.217391304,4.086956522,0.956521739,0,0
24,0.75,0,0.208333333,0.041666667,6,0.166666667,3.166666667,1,0,0
75,0.76,0,0.16,0.08,13,0.153846154,4.846153846,1,0,0
46,0.760869565,0,0.217391304,0.02173913,11,0.363636364,3.272727273,0.909090909,0,0
80,0.675,0,0.2125,0.1125,18,0.333333333,3.5,0.944444444,0,0
112,0.875,0,0.089285714,0.035714286,11,0.181818182,9.272727273,1,0,0
152,0.723684211,0.118421053,0.138157895,0.019736842,22,0.045454545,5.954545455,1,1,1
52,0.730769231,0,0.153846154,0.115384615,9,0.222222222,4.888888889,1,0,0
82,0.682926829,0.012195122,0.219512195,0.097560976,19,0.315789474,3.421052632,0.894736842,0,0
41,0.780487805,0,0.195121951,0.024390244,9,0.111111111,3.666666667,0.777777778,0,0
22,0.681818182,0,0.181818182,0.136363636,5,0.2,3.6,1,0,0
54,0.740740741,0,0.203703704,0.055555556,12,0.416666667,3.583333333,1,0,0
57,0.631578947,0,0.192982456,0.175438596,12,0.25,3.833333333,0.916666667,0,0
161,0.658385093,0.142857143,0.161490683,0.037267081,27,0.222222222,5,1,0,1
43,0.674418605,0,0.255813953,0.11627907,12,0.5,2.833333333,0.833333333,0,0
67,0.76119403,0,0.179104478,0.059701493,13,0.230769231,4.230769231,1,0,0
152,0.75,0.013157895,0.190789474,0.046052632,30,0.266666667,4.1,0.9,0,1
26,0.846153846,0,0.153846154,0,5,0,4.4,1,0,0
100,0.77,0,0.17,0.06,18,0.111111111,4.611111111,0.944444444,0,0
53,0.698113208,0,0.169811321,0.132075472,10,0.2,4.4,1,0,0
622,0.736334405,0.001607717,0.189710611,0.088424437,119,0.260504202,4.319327731,0.722689076,1,0
235,0.765957447,0.004255319,0.191489362,0.038297872,46,0.108695652,4.130434783,0.847826087,0,0
26,0.653846154,0,0.230769231,0.115384615,7,0.571428571,2.857142857,1,0,0
114,0.789473684,0.00877193,0.201754386,0,24,0.291666667,3.791666667,0.916666667,0,0
124,0.596774194,0.185483871,0.137096774,0.080645161,18,0.222222222,5.944444444,0.944444444,0,1
44,0.659090909,0.022727273,0.227272727,0.090909091,11,0.363636364,3.090909091,1,0,0
78,0.717948718,0.051282051,0.179487179,0.051282051,15,0.266666667,4.266666667,1,0,0
50,0.76,0,0.2,0.04,11,0.181818182,3.636363636,1,0,0
81,0.777777778,0,0.197530864,0.024691358,17,0.235294118,3.823529412,0.882352941,0,0
28,0.821428571,0,0.178571429,0,6,0.333333333,3.833333333,1,0,0
84,0.785714286,0,0.154761905,0.071428571,14,0.071428571,5.142857143,0.928571429,0,0
45,0.755555556,0,0.2,0.044444444,10,0.2,3.6,0.9,0,0
182,0.78021978,0,0.186813187,0.032967033,35,0.171428571,4.228571429,0.828571429,0,0
21,0.80952381,0,0.142857143,0.047619048,4,0,4.5,1,0,0
109,0.633027523,0,0.211009174,0.155963303,24,0.291666667,3.583333333,0.875,0,0
28,0.535714286,0,0.214285714,0.25,7,0.428571429,3.142857143,1,0,0
25,0.8,0,0.16,0.04,5,0,4.2,1,0,0
23,0.739130435,0,0.130434783,0.130434783,4,0.25,5,1,0,0
74,0.77027027,0,0.175675676,0.054054054,14,0.285714286,4.357142857,1,0,0
50,0.72,0,0.2,0.08,11,0.363636364,3.636363636,1,0,0
28,0.785714286,0,0.142857143,0.071428571,5,0,4.8,1,0,0
44,0.681818182,0.045454545,0.227272727,0.045454545,11,0.545454545,3.090909091,1,0,0
87,0.770114943,0,0.195402299,0.034482759,18,0.166666667,3.888888889,1,0,0
25,0.76,0,0.16,0.08,5,0,4.2,1,0,0
29,0.724137931,0,0.137931034,0.137931034,5,0.2,5,1,0,0
38,0.736842105,0,0.210526316,0.052631579,9,0.111111111,3.333333333,1,0,0
46,0.782608696,0,0.173913043,0.043478261,9,0.111111111,4.222222222,1,0,0
64,0.765625,0,0.1875,0.046875,13,0.230769231,4,0.923076923,0,0
15,0.733333333,0,0.066666667,0.2,2,0,7,1,0,0
124,0.798387097,0,0.153225806,0.048387097,20,0.15,5.25,0.8,0,0
103,0.660194175,0,0.203883495,0.13592233,22,0.181818182,3.727272727,0.909090909,0,0
49,0.755102041,0,0.183673469,0.06122449,10,0.3,4,1,0,0
30,0.7,0,0.2,0.1,7,0.285714286,3.428571429,1,0,0
23,0.695652174,0,0.130434783,0.173913043,4,0.5,5,1,0,0
84,0.797619048,0,0.178571429,0.023809524,16,0.125,4.3125,0.9375,0,0
67,0.76119403,0,0.194029851,0.044776119,14,0.285714286,3.857142857,1,0,0
14,0.642857143,0,0.285714286,0.071428571,5,0.8,2,1,0,0
68,0.632352941,0.044117647,0.191176471,0.132352941,14,0.214285714,3.928571429,1,0,0
36,0.805555556,0,0.166666667,0.027777778,7,0.142857143,4.285714286,1,0,0
165,0.696969697,0.109090909,0.157575758,0.036363636,27,0.222222222,5.148148148,0.962962963,0,1
26,0.692307692,0,0.192307692,0.115384615,6,0.333333333,3.5,1,0,0
81,0.740740741,0,0.197530864,0.086419753,17,0.294117647,3.941176471,0.882352941,0,0
29,0.75862069,0,0.24137931,0,8,0.625,2.75,1,0,0
22,0.727272727,0,0.272727273,0,7,0.428571429,2.285714286,1,0,0
200,0.77,0,0.19,0.04,39,0.102564103,4.153846154,0.820512821,0,0
137,0.751824818,0,0.218978102,0.02919708,31,0.290322581,3.451612903,0.806451613,0,0
115,0.773913043,0.034782609,0.182608696,0.008695652,22,0.272727273,4.272727273,0.954545455,1,1
170,0.658823529,0.152941176,0.152941176,0.035294118,27,0.148148148,5.333333333,1,1,1
56,0.714285714,0,0.178571429,0.125,11,0.363636364,4.272727273,0.727272727,1,0
101,0.782178218,0,0.178217822,0.03960396,19,0.210526316,4.368421053,1,0,0
45,0.822222222,0,0.177777778,0,9,0.222222222,4.111111111,1,0,0
124,0.758064516,0,0.217741935,0.024193548,28,0.321428571,3.464285714,0.821428571,0,0
84,0.773809524,0,0.178571429,0.047619048,16,0.1875,4.3125,1,0,0
42,0.80952381,0,0.19047619,0,9,0.333333333,3.777777778,1,0,0
78,0.743589744,0,0.217948718,0.038461538,18,0.333333333,3.388888889,1,0,0
70,0.771428571,0,0.2,0.028571429,15,0.266666667,3.733333333,1,0,0
121,0.743801653,0.008264463,0.190082645,0.05785124,24,0.25,4.083333333,0.916666667,0,0
81,0.728395062,0,0.185185185,0.086419753,16,0.3125,4.125,0.9375,1,0
41,0.829268293,0,0.12195122,0.048780488,6,0.333333333,6,1,0,0
245,0.795918367,0,0.179591837,0.024489796,45,0.222222222,4.466666667,0.955555556,0,0
66,0.833333333,0,0.166666667,0,12,0.166666667,4.583333333,1,0,0
138,0.789855072,0,0.202898551,0.007246377,29,0.137931034,3.793103448,0.827586207,0,0
153,0.666666667,0.156862745,0.150326797,0.026143791,24,0.25,5.416666667,0.916666667,1,1
164,0.792682927,0,0.12804878,0.097560976,22,0.136363636,6.636363636,0.772727273,0,0
51,0.725490196,0,0.215686275,0.058823529,12,0.25,3.333333333,0.916666667,0,0
52,0.673076923,0.019230769,0.230769231,0.115384615,13,0.461538462,3.230769231,0.846153846,0,0
31,0.64516129,0,0.161290323,0.193548387,6,0.333333333,4.333333333,1,0,0
36,0.833333333,0,0.166666667,0,7,0.142857143,4.285714286,1,0,0
28,0.714285714,0,0.142857143,0.142857143,5,0.4,4.8,1,0,0
305,0.754098361,0,0.2,0.045901639,62,0.225806452,3.935483871,0.790322581,0,0
202,0.797029703,0,0.193069307,0.00990099,40,0.275,4.075,0.75,0,0
158,0.740506329,0,0.208860759,0.050632911,34,0.352941176,3.676470588,0.823529412,0,0
36,0.777777778,0,0.138888889,0.083333333,6,0.166666667,5.166666667,1,0,0
20,0.8,0,0.15,0.05,4,0.25,4.25,1,0,0
6,0.5,0,0,0.5,1,0,6,1,0,0
5,0.4,0,0,0.6,1,0,5,1,0,0
149,0.697986577,0.033557047,0.208053691,0.060402685,32,0.375,3.6875,0.875,0,0
74,0.716216216,0,0.162162162,0.121621622,13,0.230769231,4.769230769,1,0,0
19,0.736842105,0,0.157894737,0.105263158,4,0.25,4,1,0,0
149,0.771812081,0.006711409,0.201342282,0.026845638,31,0.387096774,3.870967742,0.903225806,1,0
158,0.664556962,0.107594937,0.196202532,0.03164557,32,0.28125,3.96875,0.8125,1,1
43,0.720930233,0,0.209302326,0.11627907,10,0.4,3.6,0.8,0,0
54,0.777777778,0,0.185185185,0.037037037,11,0.363636364,4,1,0,0
29,0.724137931,0,0.172413793,0.137931034,6,0.333333333,4.166666667,0.833333333,0,0
21,0.80952381,0,0.142857143,0.047619048,4,0,4.5,1,0,0
67,0.76119403,0,0.179104478,0.059701493,13,0.230769231,4.230769231,0.846153846,0,0
42,0.69047619,0,0.238095238,0.071428571,11,0.272727273,2.909090909,1,0,0
179,0.798882682,0,0.17877095,0.022346369,33,0.090909091,4.454545455,0.848484848,0,0
21,0.80952381,0,0.142857143,0.047619048,4,0,4.5,1,0,0
82,0.634146341,0.012195122,0.231707317,0.12195122,20,0.45,3.15,0.9,0,0
21,0.80952381,0,0.142857143,0.047619048,4,0,4.5,1,0,0
103,0.689320388,0.097087379,0.165048544,0.048543689,18,0.111111111,4.777777778,1,1,1
158,0.759493671,0,0.17721519,0.063291139,29,0.24137931,4.482758621,0.896551724,0,0
46,0.739130435,0.043478261,0.195652174,0.02173913,10,0.4,3.7,0.9,0,0
157,0.74522293,0,0.21656051,0.038216561,35,0.285714286,3.514285714,0.828571429,0,0
31,0.64516129,0,0.193548387,0.193548387,7,0.285714286,3.714285714,0.857142857,0,0
71,0.76056338,0,0.211267606,0.028169014,16,0.25,3.5,0.9375,0,0
34,0.794117647,0,0.176470588,0.029411765,7,0.285714286,4,1,0,0
104,0.826923077,0,0.153846154,0.019230769,17,0.058823529,5.176470588,0.882352941,0,0
9,0.555555556,0,0.111111111,0.333333333,2,0,4,1,0,0
102,0.745098039,0.019607843,0.205882353,0.039215686,22,0.318181818,3.727272727,0.954545455,0,0
29,0.689655172,0,0.24137931,0.068965517,8,0.625,2.75,1,0,0
153,0.797385621,0,0.183006536,0.019607843,29,0.137931034,4.310344828,0.793103448,0,0
24,0.791666667,0,0.208333333,0,6,0.166666667,3.166666667,0.833333333,0,0
41,0.682926829,0,0.219512195,0.097560976,10,0.5,3.2,1,0,0
106,0.820754717,0.009433962,0.160377358,0.009433962,18,0.055555556,4.944444444,0.944444444,0,0
40,0.8,0,0.125,0.075,6,0,5.833333333,1,0,0
111,0.774774775,0.018018018,0.189189189,0.018018018,22,0.363636364,4.090909091,0.954545455,0,0
47,0.70212766,0,0.212765957,0.085106383,11,0.272727273,3.363636364,1,0,0
28,0.714285714,0,0.178571429,0.107142857,6,0.166666667,3.833333333,1,0,0
30,0.866666667,0,0.133333333,0,5,0,5.2,1,0,0
288,0.739583333,0.013888889,0.184027778,0.0625,54,0.203703704,4.351851852,0.796296296,0,0
80,0.8,0,0.2,0,17,0.176470588,3.764705882,0.941176471,0,0
77,0.818181818,0,0.155844156,0.038961039,13,0.307692308,5.076923077,0.769230769,0,0
100,0.66,0.15,0.1,0.09,11,0,8.181818182,1,1,1
122,0.795081967,0,0.18852459,0.016393443,24,0.25,4.125,0.916666667,0,0
59,0.762711864,0,0.186440678,0.050847458,12,0.166666667,4,1,0,0
81,0.728395062,0,0.185185185,0.098765432,16,0.1875,4.1875,0.75,0,0
21,0.571428571,0,0.19047619,0.238095238,5,0.4,3.4,1,0,0
26,0.769230769,0,0.192307692,0.038461538,6,0.5,3.5,1,0,0
35,0.714285714,0,0.2,0.085714286,8,0.375,3.5,1,0,0
31,0.612903226,0.064516129,0.193548387,0.129032258,7,0.285714286,3.571428571,1,0,0
155,0.683870968,0.122580645,0.148387097,0.04516129,24,0.083333333,5.5,1,1,1
66,0.727272727,0,0.196969697,0.075757576,14,0.142857143,3.785714286,0.928571429,0,0
70,0.785714286,0,0.2,0.014285714,15,0.333333333,3.733333333,0.866666667,0,1
64,0.828125,0,0.171875,0,12,0.333333333,4.416666667,1,0,0
95,0.694736842,0.010526316,0.221052632,0.073684211,22,0.181818182,3.363636364,1,0,0
32,0.8125,0,0.15625,0.03125,6,0,4.5,1,0,0
23,0.869565217,0,0.130434783,0,4,0,5,1,0,0
35,0.714285714,0.028571429,0.2,0.057142857,8,0.375,3.5,1,0,0
63,0.73015873,0,0.142857143,0.126984127,10,0,5.4,1,0,0
136,0.735294118,0.007352941,0.205882353,0.051470588,29,0.344827586,3.724137931,0.689655172,0,0
144,0.743055556,0,0.208333333,0.048611111,31,0.258064516,3.677419355,0.806451613,0,0
30,0.733333333,0,0.233333333,0.033333333,8,0.375,2.875,1,0,0
28,0.821428571,0,0.178571429,0,6,0.333333333,3.833333333,1,0,0
83,0.746987952,0,0.204819277,0.048192771,18,0.333333333,3.666666667,1,0,0
40,0.85,0,0.125,0.025,6,0,5.833333333,1,0,0
32,0.6875,0.0625,0.21875,0.03125,8,0.5,3.125,1,0,0
61,0.62295082,0,0.163934426,0.213114754,11,0.090909091,4.636363636,0.909090909,0,0
115,0.8,0,0.2,0,24,0.291666667,3.833333333,0.791666667,0,0
157,0.668789809,0.133757962,0.159235669,0.038216561,26,0.153846154,5.076923077,1,0,1
153,0.777777778,0.019607843,0.189542484,0.013071895,30,0.166666667,4.133333333,0.866666667,1,1
36,0.805555556,0,0.166666667,0.027777778,7,0.142857143,4.285714286,1,0,0
36,0.694444444,0.027777778,0.222222222,0.055555556,9,0.222222222,3.111111111,1,0,0
37,0.783783784,0,0.162162162,0.054054054,7,0.142857143,4.428571429,1,0,0
54,0.777777778,0.018518519,0.166666667,0.037037037,10,0.2,4.5,1,0,0
46,0.717391304,0,0.152173913,0.130434783,8,0.25,4.875,1,0,0
137,0.686131387,0.124087591,0.175182482,0.01459854,25,0.2,4.52,0.92,1,1
65,0.8,0,0.153846154,0.046153846,11,0.090909091,5,1,0,0
133,0.669172932,0.097744361,0.195488722,0.037593985,27,0.185185185,3.962962963,0.888888889,1,1
36,0.777777778,0.027777778,0.166666667,0.027777778,7,0.285714286,4.285714286,1,0,0
39,0.743589744,0,0.230769231,0.025641026,10,0.8,3,0.3,0,0
44,0.818181818,0,0.181818182,0,9,0.222222222,4,1,0,0
82,0.804878049,0,0.170731707,0.024390244,15,0.133333333,4.533333333,0.933333333,0,0
22,0.772727273,0,0.227272727,0,6,0.333333333,2.833333333,1,0,0
178,0.792134831,0,0.179775281,0.033707865,33,0.212121212,4.454545455,0.848484848,0,0
153,0.712418301,0.071895425,0.156862745,0.058823529,25,0.12,5.16,0.92,1,1
153,0.751633987,0.006535948,0.202614379,0.039215686,32,0.28125,3.8125,0.90625,0,0
52,0.769230769,0,0.173076923,0.057692308,10,0.2,4.3,1,0,0
116,0.698275862,0,0.206896552,0.094827586,25,0.2,3.68,0.96,0,0
55,0.727272727,0.018181818,0.2,0.054545455,12,0.166666667,3.666666667,1,0,0
123,0.764227642,0,0.203252033,0.032520325,26,0.230769231,3.769230769,0.846153846,0,0
140,0.728571429,0.057142857,0.178571429,0.035714286,26,0.230769231,4.423076923,1,0,1
109,0.678899083,0,0.220183486,0.100917431,25,0.32,3.4,0.88,0,0
62,0.709677419,0,0.193548387,0.096774194,13,0.307692308,3.846153846,0.923076923,0,0
16,0.5625,0,0.0625,0.375,2,0,7.5,1,0,0
48,0.770833333,0,0.208333333,0.041666667,11,0.272727273,3.545454545,0.909090909,0,0
52,0.711538462,0,0.153846154,0.153846154,9,0.222222222,5,0.888888889,0,0
4,1,0,0,0,1,0,4,1,0,0
34,0.823529412,0,0.176470588,0,7,0.142857143,4,1,0,0
99,0.717171717,0.04040404,0.171717172,0.070707071,18,0.333333333,4.555555556,1,0,0
57,0.789473684,0,0.210526316,0,13,0.230769231,3.461538462,1,0,0
136,0.720588235,0.014705882,0.198529412,0.066176471,28,0.285714286,3.892857143,0.964285714,0,0
56,0.696428571,0.017857143,0.25,0.035714286,15,0.666666667,2.8,0.933333333,0,0
69,0.724637681,0,0.188405797,0.101449275,14,0.214285714,4.071428571,0.928571429,0,0
25,0.76,0,0.2,0.04,6,0.166666667,3.333333333,1,0,0
37,0.837837838,0,0.135135135,0.027027027,6,0.166666667,5.333333333,1,0,0
52,0.711538462,0,0.153846154,0.153846154,9,0.222222222,5,0.888888889,0,0
162,0.703703704,0.092592593,0.166666667,0.037037037,28,0.357142857,4.821428571,0.821428571,0,1
39,0.692307692,0,0.179487179,0.153846154,8,0.125,4.125,0.875,0,0
49,0.836734694,0,0.12244898,0.040816327,7,0,6.142857143,1,0,0
242,0.76446281,0,0.210743802,0.024793388,52,0.269230769,3.673076923,0.75,0,0
40,0.6,0.05,0.225,0.175,10,0.5,3.3,0.8,0,0
41,0.731707317,0,0.243902439,0.024390244,11,0.454545455,2.818181818,1,0,0
51,0.784313725,0,0.196078431,0.019607843,11,0.181818182,3.727272727,1,0,0
81,0.654320988,0.086419753,0.12345679,0.135802469,11,0.181818182,6.454545455,1,0,0
173,0.676300578,0.138728324,0.150289017,0.034682081,27,0.185185185,5.444444444,0.962962963,1,1
9,0.777777778,0,0.111111111,0.111111111,2,0,4,1,0,0
136,0.757352941,0,0.198529412,0.044117647,28,0.214285714,3.892857143,0.964285714,0,0
9,0.555555556,0,0.111111111,0.333333333,2,0.5,4,1,0,0
25,0.72,0.04,0.16,0.08,5,0.2,4.2,1,0,0
26,0.576923077,0,0.192307692,0.269230769,6,0.5,3.666666667,0.833333333,0,0
112,0.580357143,0.1875,0.151785714,0.080357143,18,0.111111111,5.277777778,1,1,1
45,0.822222222,0,0.133333333,0.044444444,7,0,5.571428571,1,0,0
115,0.8,0,0.173913043,0.026086957,21,0.142857143,4.523809524,0.904761905,0,0
65,0.676923077,0,0.169230769,0.153846154,12,0.166666667,4.5,1,0,0
137,0.715328467,0.00729927,0.240875912,0.03649635,34,0.441176471,3.058823529,0.882352941,0,0
28,0.75,0,0.178571429,0.071428571,6,0.166666667,3.833333333,1,0,0
155,0.6,0.2,0.161290323,0.038709677,26,0.192307692,5,1,1,1
30,0.766666667,0,0.2,0.033333333,7,0.285714286,3.428571429,1,0,0
52,0.769230769,0,0.192307692,0.038461538,11,0.272727273,3.818181818,1,0,0
58,0.793103448,0,0.189655172,0.017241379,12,0.333333333,3.916666667,0.833333333,0,0
