C,alpha/C,digit/C,whitespace/C,spe_ch/C,W,short words/W,avg_W_len,unique_W/W,class
69,0.565217391,0.15942029,0.231884058,0.043478261,17,0.529411765,3.117647059,1,ham
85,0.776470588,0,0.164705882,0.058823529,15,0.866666667,4.733333333,1,ham
38,0.842105263,0,0.157894737,0,7,1,4.571428571,0.857142857,ham
114,0.719298246,0.01754386,0.210526316,0.052631579,25,0.72,3.6,0.96,ham
150,0.793333333,0,0.14,0.066666667,22,0.863636364,5.863636364,0.863636364,ham
80,0.7125,0,0.225,0.0625,19,0.736842105,3.263157895,0.947368421,ham
80,0.6875,0.025,0.25,0.0375,21,0.571428571,2.857142857,0.952380952,ham
156,0.679487179,0.141025641,0.166666667,0.012820513,27,0.851851852,4.814814815,0.962962963,spam
134,0.746268657,0.037313433,0.171641791,0.044776119,24,0.75,4.625,0.875,spam
157,0.732484076,0,0.165605096,0.101910828,27,0.851851852,4.851851852,0.851851852,ham
35,0.8,0,0.2,0,8,0.75,3.5,1,ham
40,0.775,0,0.175,0.05,8,0.875,4.125,1,spam
165,0.793939394,0,0.175757576,0.03030303,30,0.733333333,4.533333333,0.933333333,ham
41,0.731707317,0,0.219512195,0.048780488,10,0.6,3.2,1,ham
153,0.810457516,0,0.163398693,0.026143791,26,0.730769231,4.923076923,1,ham
317,0.750788644,0.031545741,0.141955836,0.085173502,46,0.782608696,5.97826087,0.847826087,ham
93,0.709677419,0.032258065,0.247311828,0.010752688,24,0.5,2.916666667,1,ham
147,0.795918367,0,0.19047619,0.013605442,29,0.827586207,4.103448276,0.827586207,ham
50,0.76,0,0.16,0.08,9,1,4.666666667,1,ham
72,0.722222222,0,0.194444444,0.083333333,15,0.733333333,3.866666667,0.933333333,ham
55,0.763636364,0,0.218181818,0.018181818,13,0.692307692,3.307692308,1,ham
158,0.772151899,0,0.215189873,0.012658228,35,0.742857143,3.542857143,0.971428571,ham
54,0.759259259,0,0.203703704,0.037037037,12,0.833333333,3.583333333,0.75,ham
110,0.709090909,0,0.2,0.090909091,23,0.739130435,3.826086957,1,ham
70,0.728571429,0.014285714,0.228571429,0.028571429,17,0.529411765,3.176470588,0.941176471,ham
145,0.731034483,0.096551724,0.151724138,0.020689655,23,0.869565217,5.347826087,0.869565217,spam
77,0.766233766,0,0.194805195,0.038961039,16,0.8125,3.875,0.875,ham
70,0.8,0,0.171428571,0.028571429,13,0.769230769,4.461538462,1,ham
33,0.787878788,0,0.151515152,0.060606061,6,1,4.666666667,1,ham
31,0.741935484,0,0.161290323,0.096774194,6,0.833333333,4.333333333,1,ham
91,0.714285714,0,0.208791209,0.076923077,20,0.6,3.6,1,ham
22,0.772727273,0,0.227272727,0,6,0.333333333,2.833333333,0.833333333,ham
148,0.77027027,0,0.209459459,0.02027027,32,0.6875,3.65625,0.875,ham
142,0.669014085,0.007042254,0.232394366,0.091549296,34,0.588235294,3.205882353,0.882352941,ham
126,0.777777778,0,0.198412698,0.023809524,26,0.769230769,3.884615385,0.923076923,ham
28,0.642857143,0,0.142857143,0.214285714,5,1,4.8,1,ham
52,0.769230769,0,0.153846154,0.076923077,9,0.777777778,4.888888889,1,ham
35,0.657142857,0.057142857,0.228571429,0.057142857,9,0.555555556,3,1,ham
125,0.784,0.008,0.2,0.008,26,0.653846154,3.846153846,0.961538462,ham
47,0.765957447,0,0.14893617,0.085106383,8,0.875,5,1,ham
27,0.777777778,0,0.148148148,0.074074074,5,0.8,4.6,1,ham
41,0.756097561,0,0.195121951,0.048780488,9,0.777777778,3.666666667,1,ham
129,0.705426357,0.015503876,0.201550388,0.07751938,27,0.777777778,3.814814815,1,ham
139,0.690647482,0.122302158,0.172661871,0.014388489,25,0.76,4.6,0.92,spam
82,0.780487805,0,0.207317073,0.012195122,18,0.666666667,3.611111111,0.944444444,ham
39,0.769230769,0,0.205128205,0.025641026,9,0.777777778,3.444444444,1,ham
28,0.714285714,0,0.178571429,0.107142857,6,0.666666667,3.833333333,1,ham
34,0.735294118,0,0.205882353,0.058823529,8,0.5,3.375,1,ham
38,0.710526316,0,0.236842105,0.052631579,10,0.4,2.9,1,ham
54,0.62962963,0,0.185185185,0.185185185,11,0.818181818,4,0.909090909,ham
89,0.786516854,0,0.202247191,0.011235955,19,0.736842105,3.736842105,1,ham
35,0.685714286,0,0.228571429,0.085714286,9,0.555555556,3,0.888888889,ham
34,0.735294118,0,0.176470588,0.088235294,7,0.714285714,4,1,ham
89,0.775280899,0,0.202247191,0.02247191,19,0.631578947,3.736842105,0.842105263,ham
52,0.75,0,0.192307692,0.057692308,11,0.727272727,3.818181818,1,ham
45,0.822222222,0,0.133333333,0.044444444,7,0.714285714,5.571428571,0.857142857,ham
54,0.740740741,0,0.12962963,0.12962963,8,0.875,5.875,1,ham
77,0.753246753,0,0.207792208,0.038961039,17,0.588235294,3.588235294,0.882352941,ham
21,0.80952381,0,0.142857143,0.047619048,4,1,4.5,1,ham
22,0.727272727,0,0.181818182,0.090909091,5,0.6,3.6,1,ham
368,0.782608696,0.002717391,0.1875,0.027173913,70,0.842857143,4.271428571,0.8,ham
28,0.785714286,0,0.178571429,0.035714286,6,0.833333333,3.833333333,1,ham
82,0.780487805,0,0.219512195,0,19,0.789473684,3.368421053,0.842105263,ham
55,0.690909091,0,0.2,0.109090909,12,0.583333333,3.666666667,1,ham
68,0.75,0,0.191176471,0.058823529,14,0.714285714,3.928571429,1,ham
29,0.75862069,0.034482759,0.172413793,0.034482759,6,0.666666667,4,1,ham
113,0.769911504,0,0.212389381,0.026548673,25,0.64,3.6,0.92,ham
66,0.757575758,0,0.106060606,0.136363636,8,1,7.375,1,ham
96,0.6875,0,0.208333333,0.104166667,21,0.714285714,3.619047619,0.904761905,ham
78,0.641025641,0.141025641,0.179487179,0.038461538,15,0.866666667,4.266666667,1,spam
25,0.8,0,0.12,0.08,4,1,5.5,1,ham
104,0.778846154,0,0.201923077,0.019230769,22,0.863636364,3.772727273,0.772727273,ham
44,0.772727273,0,0.181818182,0.045454545,9,0.666666667,4,1,ham
18,0.5,0,0.111111111,0.388888889,3,1,5.333333333,1,ham
46,0.804347826,0,0.173913043,0.02173913,9,0.777777778,4.222222222,1,ham
21,0.80952381,0,0.142857143,0.047619048,4,1,4.5,1,ham
31,0.774193548,0,0.193548387,0.032258065,7,0.714285714,3.571428571,1,ham
39,0.717948718,0,0.205128205,0.076923077,9,0.777777778,3.444444444,1,ham
39,0.794871795,0,0.153846154,0.051282051,7,0.857142857,4.714285714,1,ham
69,0.753623188,0,0.173913043,0.072463768,13,0.769230769,4.384615385,1,ham
79,0.734177215,0,0.215189873,0.050632911,18,0.722222222,3.444444444,0.888888889,ham
117,0.726495726,0,0.222222222,0.051282051,27,0.555555556,3.37037037,0.740740741,ham
38,0.815789474,0,0.157894737,0.026315789,7,1,4.571428571,1,ham
64,0.8125,0,0.171875,0.015625,12,0.833333333,4.416666667,1,ham
23,0.826086957,0,0.173913043,0,5,1,3.8,0.8,ham
2,0,0,0,1,1,0,2,1,ham
150,0.786666667,0,0.186666667,0.026666667,29,0.862068966,4.206896552,0.896551724,ham
58,0.74137931,0,0.206896552,0.051724138,13,0.692307692,3.538461538,1,ham
24,0.875,0,0.125,0,4,1,5.25,1,ham
31,0.709677419,0,0.193548387,0.096774194,7,0.857142857,3.571428571,1,ham
33,0.848484848,0,0.121212121,0.03030303,5,1,5.8,1,ham
149,0.651006711,0.181208054,0.134228188,0.033557047,21,0.857142857,6.142857143,1,spam
53,0.811320755,0,0.188679245,0,11,0.545454545,3.909090909,1,ham
60,0.716666667,0,0.2,0.083333333,13,0.769230769,3.692307692,1,ham
160,0.73125,0.1,0.15,0.01875,25,0.8,5.44,0.88,spam
9,0.555555556,0,0.111111111,0.333333333,2,0.5,4,1,ham
70,0.7,0,0.214285714,0.085714286,16,0.625,3.4375,1,ham
28,0.821428571,0,0.142857143,0.035714286,5,0.6,4.8,1,ham
41,0.731707317,0.024390244,0.146341463,0.097560976,7,0.714285714,5,1,ham
29,0.793103448,0,0.172413793,0.034482759,6,0.833333333,4,1,ham
81,0.716049383,0.135802469,0.148148148,0,13,0.769230769,5.307692308,1,spam
33,0.757575758,0,0.212121212,0.03030303,8,0.5,3.25,1,ham
31,0.774193548,0,0.193548387,0.032258065,7,0.571428571,3.571428571,1,ham
11,0.636363636,0,0.090909091,0.272727273,2,0.5,5,1,ham
129,0.76744186,0,0.209302326,0.023255814,28,0.678571429,3.642857143,0.857142857,ham
11,0.727272727,0,0.181818182,0.090909091,3,0.666666667,3,1,ham
127,0.669291339,0.133858268,0.157480315,0.039370079,21,0.952380952,5.095238095,1,spam
28,0.821428571,0,0.178571429,0,6,0.833333333,3.833333333,1,ham
47,0.85106383,0,0.127659574,0.021276596,7,0.857142857,5.857142857,1,ham
58,0.74137931,0.017241379,0.189655172,0.051724138,12,0.666666667,3.916666667,1,ham
151,0.701986755,0.099337748,0.178807947,0.01986755,28,0.75,4.428571429,0.928571429,spam
31,0.774193548,0,0.161290323,0.064516129,6,0.833333333,4.333333333,1,ham
143,0.727272727,0,0.174825175,0.097902098,26,0.730769231,4.538461538,0.846153846,ham
44,0.795454545,0,0.113636364,0.090909091,6,0.833333333,6.5,1,ham
65,0.553846154,0.030769231,0.230769231,0.184615385,16,0.5625,3.125,0.9375,ham
21,0.857142857,0,0.142857143,0,4,0.75,4.5,1,ham
84,0.702380952,0.035714286,0.154761905,0.107142857,14,0.714285714,5.071428571,0.928571429,ham
160,0.78125,0,0.15,0.06875,25,0.88,5.44,0.88,ham
157,0.675159236,0.133757962,0.171974522,0.01910828,28,0.785714286,4.642857143,0.892857143,spam
118,0.745762712,0,0.186440678,0.06779661,23,0.782608696,4.173913043,0.956521739,ham
129,0.682170543,0,0.217054264,0.11627907,29,0.689655172,3.551724138,0.862068966,ham
40,0.8,0,0.175,0.025,8,1,4.125,1,ham
52,0.769230769,0,0.192307692,0.038461538,11,0.818181818,3.818181818,1,ham
34,0.735294118,0,0.235294118,0.029411765,9,0.555555556,2.888888889,0.888888889,ham
23,0.739130435,0,0.130434783,0.130434783,4,0.75,5,1,ham
29,0.827586207,0,0.172413793,0,6,0.666666667,4,1,ham
48,0.833333333,0,0.166666667,0,9,0.888888889,4.444444444,1,ham
38,0.684210526,0.026315789,0.210526316,0.078947368,9,0.777777778,3.333333333,1,ham
136,0.757352941,0,0.198529412,0.044117647,28,0.892857143,3.892857143,0.964285714,spam
157,0.707006369,0.114649682,0.171974522,0.006369427,28,0.857142857,4.642857143,0.964285714,spam
151,0.701986755,0.099337748,0.178807947,0.01986755,28,0.75,4.428571429,0.928571429,spam
64,0.75,0.03125,0.171875,0.046875,12,0.916666667,4.416666667,1,spam
160,0.7125,0.1125,0.11875,0.05625,20,0.95,7.05,0.95,spam
158,0.772151899,0.012658228,0.170886076,0.044303797,28,0.857142857,4.678571429,0.928571429,spam
161,0.664596273,0.130434783,0.180124224,0.02484472,30,0.666666667,4.4,0.966666667,spam
31,0.774193548,0,0.161290323,0.064516129,6,1,4.333333333,1,ham
86,0.802325581,0,0.186046512,0.011627907,17,0.705882353,4.117647059,1,ham
33,0.696969697,0,0.121212121,0.181818182,5,1,5.8,1,ham
58,0.74137931,0,0.155172414,0.103448276,10,0.8,4.9,1,ham
193,0.823834197,0,0.160621762,0.015544041,32,0.78125,5.0625,0.9375,ham
34,0.794117647,0,0.147058824,0.058823529,6,1,4.833333333,1,ham
123,0.731707317,0.008130081,0.219512195,0.048780488,28,0.571428571,3.464285714,0.821428571,ham
106,0.688679245,0.122641509,0.150943396,0.037735849,17,0.823529412,5.294117647,1,spam
150,0.733333333,0,0.126666667,0.14,20,0.65,6.55,0.9,ham
65,0.8,0.015384615,0.169230769,0.015384615,12,0.75,4.5,1,ham
105,0.79047619,0,0.152380952,0.057142857,17,0.705882353,5.235294118,1,ham
51,0.784313725,0,0.176470588,0.039215686,10,0.7,4.2,1,ham
29,0.827586207,0,0.137931034,0.034482759,5,1,5,1,ham
25,0.8,0,0.2,0,6,0.833333333,3.333333333,1,ham
75,0.786666667,0,0.2,0.013333333,16,0.75,3.75,1,ham
30,0.8,0,0.166666667,0.033333333,6,0.833333333,4.166666667,1,ham
139,0.712230216,0.050359712,0.194244604,0.043165468,28,0.785714286,4,0.928571429,spam
153,0.843137255,0,0.124183007,0.032679739,20,0.75,6.7,1,spam
135,0.785185185,0.007407407,0.17037037,0.037037037,24,0.791666667,4.666666667,0.916666667,ham
44,0.75,0,0.204545455,0.045454545,10,0.8,3.5,0.9,ham
91,0.791208791,0,0.131868132,0.076923077,13,0.923076923,6.076923077,1,ham
139,0.726618705,0,0.18705036,0.086330935,27,0.703703704,4.185185185,1,ham
49,0.755102041,0,0.204081633,0.040816327,11,0.636363636,3.545454545,1,ham
53,0.679245283,0,0.20754717,0.132075472,12,0.75,3.583333333,0.916666667,ham
18,0.5,0,0.166666667,0.333333333,4,0.5,3.75,0.75,ham
34,0.794117647,0,0.147058824,0.058823529,6,0.833333333,4.833333333,1,ham
107,0.757009346,0.018691589,0.214953271,0.009345794,24,0.583333333,3.5,1,ham
24,0.833333333,0,0.166666667,0,5,1,4,1,ham
273,0.827838828,0,0.131868132,0.04029304,37,0.756756757,6.405405405,0.837837838,ham
118,0.737288136,0,0.220338983,0.042372881,27,0.666666667,3.407407407,0.814814815,ham
158,0.746835443,0.012658228,0.208860759,0.03164557,34,0.617647059,3.676470588,0.941176471,ham
28,0.714285714,0,0.178571429,0.107142857,6,0.833333333,3.833333333,1,ham
127,0.755905512,0.007874016,0.220472441,0.015748031,29,0.724137931,3.413793103,0.896551724,ham
52,0.788461538,0,0.173076923,0.038461538,10,1,4.3,0.9,ham
153,0.692810458,0.08496732,0.202614379,0.019607843,32,0.71875,3.8125,0.96875,spam
131,0.763358779,0.015267176,0.183206107,0.038167939,25,0.72,4.28,0.92,ham
154,0.603896104,0.077922078,0.25974026,0.058441558,41,0.634146341,2.780487805,0.731707317,ham
101,0.693069307,0.118811881,0.108910891,0.079207921,12,1,7.5,1,spam
73,0.753424658,0,0.219178082,0.02739726,17,0.588235294,3.352941176,0.823529412,ham
8,0.875,0,0.125,0,2,0.5,3.5,1,ham
56,0.821428571,0,0.160714286,0.017857143,10,0.9,4.7,1,ham
104,0.817307692,0,0.182692308,0,20,0.65,4.25,0.95,ham
157,0.675159236,0.114649682,0.165605096,0.044585987,27,0.851851852,4.851851852,1,spam
56,0.732142857,0,0.178571429,0.089285714,11,0.909090909,4.181818182,1,ham
49,0.795918367,0,0.12244898,0.081632653,7,1,6.142857143,1,ham
27,0.740740741,0,0.111111111,0.148148148,4,1,6,1,ham
176,0.767045455,0,0.170454545,0.0625,31,0.774193548,4.709677419,0.677419355,ham
91,0.747252747,0,0.197802198,0.054945055,19,0.842105263,3.842105263,0.894736842,ham
31,0.806451613,0,0.161290323,0.032258065,6,1,4.333333333,1,ham
36,0.777777778,0,0.166666667,0.083333333,7,0.714285714,4.428571429,0.857142857,ham
155,0.793548387,0,0.193548387,0.012903226,31,0.903225806,4.032258065,0.903225806,ham
63,0.746031746,0,0.174603175,0.111111111,12,0.666666667,4.5,0.833333333,ham
179,0.776536313,0,0.195530726,0.033519553,36,0.777777778,4.027777778,0.805555556,ham
63,0.761904762,0,0.222222222,0.015873016,15,0.666666667,3.266666667,1,ham
59,0.813559322,0,0.169491525,0.016949153,11,0.727272727,4.454545455,1,ham
25,0.8,0,0.16,0.04,5,1,4.2,1,ham
24,0.625,0,0.166666667,0.208333333,5,0.6,4,1,ham
148,0.709459459,0.114864865,0.175675676,0,27,0.888888889,4.518518519,0.962962963,spam
147,0.741496599,0,0.204081633,0.054421769,31,0.838709677,3.774193548,0.870967742,ham
163,0.717791411,0.006134969,0.202453988,0.085889571,34,0.617647059,3.882352941,0.882352941,ham
63,0.746031746,0,0.158730159,0.095238095,11,0.818181818,4.818181818,1,ham
31,0.870967742,0,0.129032258,0,5,1,5.4,1,ham
29,0.827586207,0,0.103448276,0.068965517,4,1,6.5,1,ham
35,0.685714286,0,0.228571429,0.085714286,9,0.555555556,3,0.888888889,ham
22,0.727272727,0,0.181818182,0.090909091,5,0.8,3.6,1,ham
103,0.72815534,0.009708738,0.233009709,0.029126214,25,0.56,3.16,0.8,ham
3,0.666666667,0,0,0.333333333,1,1,3,1,ham
125,0.736,0,0.184,0.088,24,0.75,4.291666667,0.875,ham
30,0.8,0,0.2,0,7,0.857142857,3.428571429,1,ham
139,0.690647482,0.122302158,0.172661871,0.014388489,25,0.76,4.6,0.92,spam
158,0.658227848,0.101265823,0.183544304,0.056962025,30,0.666666667,4.3,0.9,spam
75,0.746666667,0,0.173333333,0.08,14,0.785714286,4.428571429,1,ham
120,0.791666667,0,0.191666667,0.016666667,24,0.708333333,4.041666667,0.916666667,ham
75,0.773333333,0,0.2,0.026666667,16,0.75,3.75,0.875,ham
95,0.810526316,0,0.178947368,0.010526316,18,0.777777778,4.333333333,0.944444444,ham
156,0.653846154,0.038461538,0.141025641,0.166666667,23,0.869565217,5.826086957,1,spam
111,0.684684685,0,0.216216216,0.126126126,25,0.72,3.6,0.84,ham
26,0.769230769,0,0.230769231,0,7,0.571428571,2.857142857,1,ham
48,0.6875,0.020833333,0.229166667,0.0625,12,0.583333333,3.083333333,1,ham
25,0.8,0,0.2,0,6,0.833333333,3.333333333,1,ham
37,0.864864865,0,0.135135135,0,6,1,5.333333333,1,ham
7,0.571428571,0,0,0.428571429,1,1,7,1,ham
127,0.700787402,0,0.165354331,0.133858268,22,0.863636364,4.818181818,0.818181818,ham
185,0.756756757,0.027027027,0.189189189,0.027027027,36,0.777777778,4.166666667,0.833333333,ham
125,0.728,0.024,0.2,0.048,26,0.576923077,3.846153846,0.961538462,ham
55,0.818181818,0,0.181818182,0,11,0.727272727,4.090909091,1,ham
38,0.763157895,0,0.184210526,0.052631579,8,0.875,3.875,1,ham
29,0.75862069,0,0.137931034,0.103448276,5,1,5,1,ham
46,0.847826087,0,0.130434783,0.02173913,7,0.714285714,5.714285714,1,ham
62,0.758064516,0,0.209677419,0.032258065,14,0.785714286,3.5,0.928571429,ham
32,0.75,0,0.15625,0.09375,6,1,4.5,1,ham
193,0.766839378,0,0.202072539,0.031088083,40,0.65,3.85,0.825,ham
285,0.778947368,0,0.207017544,0.014035088,60,0.7,3.766666667,0.783333333,ham
37,0.783783784,0,0.189189189,0.027027027,8,0.75,3.75,1,ham
42,0.833333333,0,0.166666667,0,8,0.875,4.375,1,ham
70,0.742857143,0.014285714,0.214285714,0.028571429,16,0.625,3.4375,0.875,ham
76,0.75,0,0.197368421,0.052631579,16,0.8125,3.8125,1,ham
114,0.745614035,0.00877193,0.210526316,0.035087719,25,0.6,3.6,0.84,ham
15,0.733333333,0,0.133333333,0.133333333,3,1,4.333333333,1,ham
49,0.816326531,0,0.163265306,0.020408163,9,0.888888889,4.555555556,1,ham
53,0.716981132,0.018867925,0.20754717,0.056603774,12,0.583333333,3.5,0.916666667,ham
160,0.66875,0.0375,0.225,0.06875,37,0.594594595,3.351351351,0.891891892,ham
33,0.727272727,0,0.181818182,0.090909091,7,0.714285714,3.857142857,1,ham
149,0.657718121,0.167785235,0.147651007,0.026845638,23,0.782608696,5.52173913,0.956521739,spam
154,0.746753247,0.019480519,0.201298701,0.032467532,32,0.875,3.84375,0.875,spam
86,0.73255814,0.023255814,0.209302326,0.034883721,19,0.736842105,3.578947368,0.947368421,ham
36,0.777777778,0,0.138888889,0.083333333,6,0.666666667,5.166666667,1,ham
130,0.738461538,0,0.223076923,0.053846154,30,0.6,3.433333333,0.866666667,ham
21,0.80952381,0,0.142857143,0.047619048,4,1,4.5,1,ham
26,0.769230769,0,0.153846154,0.076923077,5,1,4.4,1,ham
24,0.75,0,0.166666667,0.083333333,5,0.8,4,1,ham
97,0.701030928,0.010309278,0.226804124,0.06185567,23,0.608695652,3.260869565,0.956521739,ham
151,0.715231788,0,0.198675497,0.086092715,31,0.806451613,3.903225806,0.870967742,ham
139,0.834532374,0.007194245,0.143884892,0.014388489,21,0.80952381,5.666666667,0.952380952,ham
45,0.777777778,0,0.177777778,0.044444444,9,0.777777778,4.111111111,1,ham
68,0.764705882,0.014705882,0.205882353,0.014705882,15,0.733333333,3.6,1,ham
40,0.825,0,0.175,0,8,0.875,4.125,1,ham
30,0.6,0.066666667,0.266666667,0.066666667,9,0.333333333,2.444444444,1,ham
40,0.7,0,0.175,0.125,8,0.75,4.125,0.875,ham
84,0.773809524,0,0.19047619,0.035714286,17,0.705882353,4,1,ham
25,0.84,0,0.16,0,5,1,4.2,0.8,ham
140,0.671428571,0.007142857,0.235714286,0.085714286,34,0.588235294,3.147058824,0.911764706,ham
151,0.589403974,0.178807947,0.185430464,0.046357616,29,0.793103448,4.24137931,0.965517241,spam
125,0.68,0.008,0.168,0.144,22,0.818181818,4.727272727,0.954545455,ham
83,0.722891566,0,0.204819277,0.084337349,18,0.777777778,3.722222222,0.777777778,ham
68,0.794117647,0,0.205882353,0,15,0.733333333,3.6,1,ham
23,0.652173913,0,0.217391304,0.130434783,6,0.833333333,3,1,ham
25,0.8,0,0.16,0.04,5,0.8,4.2,1,ham
24,0.625,0.125,0.25,0,7,0.714285714,2.571428571,1,ham
30,0.8,0,0.2,0,7,0.285714286,3.428571429,1,ham
162,0.648148148,0.154320988,0.166666667,0.030864198,28,0.857142857,4.821428571,0.964285714,spam
28,0.678571429,0,0.214285714,0.107142857,7,0.714285714,3.142857143,1,ham
43,0.744186047,0,0.162790698,0.093023256,8,0.5,4.5,1,ham
39,0.717948718,0,0.230769231,0.051282051,10,0.5,3,1,ham
157,0.649681529,0.146496815,0.165605096,0.038216561,27,0.814814815,4.851851852,1,spam
83,0.771084337,0,0.192771084,0.036144578,17,0.705882353,3.941176471,0.941176471,ham
68,0.617647059,0.191176471,0.161764706,0.029411765,12,0.833333333,4.75,0.916666667,spam
73,0.739726027,0,0.191780822,0.068493151,15,0.8,3.933333333,0.933333333,ham
132,0.575757576,0.106060606,0.204545455,0.113636364,28,0.714285714,3.75,0.821428571,spam
47,0.787234043,0,0.170212766,0.042553191,9,0.777777778,4.333333333,1,ham
320,0.73125,0.01875,0.18125,0.071875,59,0.745762712,4.457627119,0.898305085,ham
59,0.711864407,0,0.220338983,0.06779661,14,0.571428571,3.285714286,0.928571429,ham
134,0.708955224,0.059701493,0.141791045,0.089552239,20,0.8,5.75,0.9,spam
42,0.833333333,0,0.166666667,0,8,0.75,4.375,1,ham
31,0.806451613,0,0.129032258,0.064516129,5,1,5.4,1,ham
145,0.668965517,0.103448276,0.15862069,0.068965517,24,0.833333333,5.083333333,1,spam
30,0.766666667,0,0.2,0.033333333,7,0.857142857,3.428571429,1,ham
34,0.823529412,0,0.176470588,0,7,0.857142857,4,1,ham
149,0.758389262,0.020134228,0.174496644,0.046979866,27,0.888888889,4.555555556,0.962962963,spam
29,0.75862069,0,0.206896552,0.034482759,7,0.714285714,3.285714286,1,ham
59,0.762711864,0,0.220338983,0.016949153,14,0.785714286,3.285714286,1,ham
153,0.784313725,0,0.169934641,0.045751634,27,0.740740741,4.703703704,0.851851852,ham
46,0.847826087,0,0.173913043,0,9,0.777777778,4.333333333,0.888888889,ham
85,0.705882353,0,0.2,0.094117647,18,0.666666667,3.777777778,0.888888889,ham
124,0.838709677,0,0.153225806,0.008064516,20,0.95,5.25,0.85,ham
127,0.787401575,0,0.204724409,0.007874016,27,0.740740741,3.740740741,0.888888889,ham
12,0.5,0.083333333,0.166666667,0.25,3,0.666666667,3.333333333,1,ham
53,0.811320755,0,0.150943396,0.037735849,9,0.888888889,5,1,ham
41,0.804878049,0,0.170731707,0.024390244,8,0.875,4.25,1,ham
143,0.629370629,0.160839161,0.146853147,0.062937063,22,0.818181818,5.545454545,1,spam
176,0.767045455,0,0.170454545,0.0625,31,0.774193548,4.709677419,0.677419355,ham
155,0.696774194,0.090322581,0.2,0.012903226,32,0.6875,3.875,0.875,spam
99,0.777777778,0,0.181818182,0.04040404,19,0.789473684,4.263157895,0.947368421,ham
72,0.805555556,0,0.166666667,0.027777778,13,0.846153846,4.615384615,1,ham
123,0.74796748,0,0.203252033,0.048780488,26,0.769230769,3.769230769,0.923076923,ham
69,0.768115942,0,0.202898551,0.028985507,15,0.533333333,3.666666667,0.933333333,ham
39,0.794871795,0,0.205128205,0,9,0.666666667,3.444444444,1,ham
17,0.705882353,0,0.117647059,0.176470588,3,0.666666667,5,1,ham
21,0.80952381,0,0.142857143,0.047619048,4,1,4.5,1,ham
157,0.668789809,0.133757962,0.178343949,0.01910828,29,0.793103448,4.448275862,0.896551724,spam
48,0.75,0.020833333,0.208333333,0.020833333,11,0.636363636,3.454545455,1,ham
38,0.815789474,0,0.131578947,0.052631579,6,1,5.5,1,ham
115,0.617391304,0.165217391,0.147826087,0.069565217,18,0.888888889,5.444444444,0.944444444,spam
29,0.75862069,0,0.206896552,0.034482759,7,0.714285714,3.285714286,1,ham
38,0.736842105,0,0.210526316,0.052631579,9,0.777777778,3.333333333,1,ham
25,0.8,0,0.2,0,6,0.833333333,3.333333333,1,ham
27,0.814814815,0,0.185185185,0,6,0.666666667,3.666666667,1,ham
46,0.826086957,0,0.152173913,0.02173913,8,0.75,4.875,1,ham
71,0.802816901,0,0.183098592,0.014084507,14,0.928571429,4.142857143,0.928571429,ham
41,0.682926829,0,0.170731707,0.146341463,8,0.875,4.25,1,ham
31,0.806451613,0,0.161290323,0.032258065,6,1,4.333333333,1,ham
58,0.724137931,0,0.206896552,0.068965517,13,0.769230769,3.538461538,0.923076923,ham
28,0.785714286,0,0.214285714,0,7,0.714285714,3.142857143,1,ham
30,0.8,0,0.166666667,0.033333333,6,1,4.166666667,1,ham
129,0.682170543,0,0.217054264,0.11627907,29,0.689655172,3.551724138,0.862068966,ham
54,0.759259259,0,0.203703704,0.037037037,12,0.75,3.583333333,1,ham
32,0.75,0,0.1875,0.0625,7,0.857142857,3.714285714,1,ham
136,0.801470588,0,0.191176471,0.007352941,27,0.814814815,4.074074074,0.962962963,ham
125,0.792,0,0.176,0.032,23,0.782608696,4.47826087,0.956521739,ham
13,0.538461538,0,0.230769231,0.230769231,4,0.25,2.5,1,ham
81,0.827160494,0,0.135802469,0.037037037,12,0.916666667,5.833333333,0.833333333,ham
152,0.776315789,0,0.203947368,0.032894737,32,0.6875,3.84375,0.875,ham
74,0.783783784,0.013513514,0.175675676,0.027027027,14,0.857142857,4.357142857,1,ham
34,0.735294118,0,0.205882353,0.058823529,8,0.75,3.375,0.875,ham
165,0.642424242,0.145454545,0.187878788,0.024242424,32,0.75,4.1875,0.84375,spam
83,0.734939759,0,0.21686747,0.060240964,19,0.526315789,3.473684211,0.842105263,ham
190,0.794736842,0,0.189473684,0.015789474,37,0.72972973,4.162162162,0.864864865,ham
41,0.682926829,0,0.170731707,0.146341463,8,0.75,4.25,1,ham
36,0.805555556,0,0.166666667,0.027777778,7,0.857142857,4.285714286,1,ham
38,0.789473684,0,0.078947368,0.131578947,4,0.75,8.75,1,ham
87,0.75862069,0,0.218390805,0.022988506,20,0.65,3.4,0.95,ham
43,0.76744186,0,0.162790698,0.069767442,8,0.875,4.5,1,ham
73,0.739726027,0,0.191780822,0.068493151,15,0.8,3.933333333,0.933333333,ham
65,0.723076923,0,0.230769231,0.046153846,16,0.4375,3.125,0.875,ham
36,0.833333333,0,0.166666667,0,7,0.714285714,4.285714286,1,ham
157,0.694267516,0.101910828,0.171974522,0.031847134,28,0.857142857,4.642857143,0.928571429,spam
38,0.736842105,0,0.157894737,0.105263158,7,0.857142857,4.571428571,0.857142857,ham
27,0.777777778,0,0.185185185,0.037037037,6,0.666666667,3.666666667,1,ham
21,0.714285714,0,0.238095238,0.047619048,6,0.5,2.666666667,1,ham
